url,comments,created_at,updated_at,active_time,closed_at,commits,additions,deletions,changed_files,merged,closed,open,reviews_not_bot,review_prepro,negativeRe,neutralRe,positiveRe,compoundRe,,,compound_overall
https://api.github.com/repos/mautic/mautic/pulls/12032,2,2023-02-24T16:06:55Z,2023-03-01T13:38:31Z,423096,,7,17,835,41,0,0,1,"I did a code review, and did not notice critical issues with the files. 

",code review notice critical issue file,0.315,0.685,0,-0.3182,,,
https://api.github.com/repos/ytdl-org/youtube-dl/pulls/31320,1,2022-10-31T08:47:26Z,2023-02-13T03:56:38Z,9054552,,3,25,18,1,0,0,1,"Thanks for this!

I've applied a change to avoid a crash if the date value in the parsed data isn't either a string or `None`. If the tests pass after that, it'll be good to go.

",thanks applied change avoid crash date value parsed data nt either string none test pas good go,0.297,0.488,0.215,-0.2514,,,
https://api.github.com/repos/census-instrumentation/opencensus-python/pulls/1072,16,2021-09-01T18:36:35Z,2022-04-15T17:46:37Z,19523402,,3,1,1,1,0,0,1,"Thanks for the PR and apologies for the slow response. LGTM

Sorry for the late review. Regarding the Python 3.5 error, we have not decided to stop supporting Py3.5 yet. Perhaps you can modify the `tox` file to simply ignore running on 3.5 for now?

",thanks pr apology slow response lgtm sorry late review regarding python error decided stop supporting yet perhaps modify tox file simply ignore running,0.274,0.505,0.221,-0.1779,,,
https://api.github.com/repos/ConductionNL/commonground-gateway/pulls/1042,0,2022-11-17T14:10:13Z,2023-02-06T16:04:45Z,7005272,,77,6615,3857,52,0,0,1,"Zitten nog een aantal verweesde services tussen

Build fails

",zitten nog een aantal verweesde service tussen build fails,0.259,0.741,0,-0.4215,,,
https://api.github.com/repos/keycloak/keycloak/pulls/17303,1,2023-02-27T11:08:51Z,2023-02-28T08:34:47Z,77156,,1,3,0,1,0,0,1,"I think we are missing our own configuration options for this. It is a very common logging configuration.

@vmuzikar Wdyt?

",think missing configuration option common logging configuration wdyt,0.239,0.761,0,-0.296,,,
https://api.github.com/repos/RocketChat/Rocket.Chat/pulls/28198,1,2023-02-27T20:56:24Z,2023-03-01T11:42:03Z,139539,,3,14,6,2,0,0,1,"please check the suggestions 

I'll pretend I didn't see that you just ignored my suggestion and asked my review again expecting a different opinion 

",please check suggestion pretend nt see ignored suggestion asked review expecting different opinion,0.231,0.625,0.144,-0.1027,,,
https://api.github.com/repos/RocketChat/Rocket.Chat/pulls/28198,1,2023-02-27T20:56:24Z,2023-03-01T11:42:03Z,139539,,3,14,6,2,0,0,1,"please check the suggestions 

I'll pretend I didn't see that you just ignored my suggestion and asked my review again expecting a different opinion 

",please check suggestion pretend nt see ignored suggestion asked review expecting different opinion,0.231,0.625,0.144,-0.1027,,,
https://api.github.com/repos/pycontribs/jira/pulls/1580,1,2022-12-28T16:11:59Z,2023-02-08T23:08:21Z,3653782,,1,2,2,1,0,0,1,"Yep don't worry about the cloud tests, there are some github limitations that prevent pull requests accessing the required env vars.

Thanks for sorting these out!

",yep nt worry cloud test github limitation prevent pull request accessing required env var thanks sorting,0.229,0.493,0.278,0.0258,,,
https://api.github.com/repos/wp-media/wp-rocket/pulls/5763,0,2023-02-15T10:27:22Z,2023-02-15T11:13:39Z,2777,,1,241,0,7,0,0,1,"Working as expected! :+1: 

PS: There is a `/library/js/min/init.min.js` exclusion in the core. This doesn't have much a file in Uncode - there isn't a `/library/js/min/` folder. This could be there in older versions though.

**NOTES**

This PR replaced the `UNCODE\.` core exclusion with `UNCODE\.(.*)\)\;` to limit the exclusions we apply for Uncode.


",working expected p exclusion core nt much file uncode nt libraryjsmin folder could older version though note pr replaced uncode core exclusion uncode limit exclusion apply uncode,0.223,0.777,0,-0.6808,,,
https://api.github.com/repos/census-instrumentation/opencensus-python/pulls/873,3,2020-03-21T18:57:30Z,2021-05-13T22:11:05Z,36126815,,1,6,6,1,0,0,1,"LGTM! Thanks for the contribution. I'll get this in once the conflicts have been solved.

",lgtm thanks contribution get conflict solved,0.223,0.291,0.485,0.4019,,,
https://api.github.com/repos/brianc/node-postgres/pulls/2751,0,2022-05-29T11:49:22Z,2022-10-15T18:03:51Z,12032069,,1,2,0,1,0,0,1,"Sorry for the delay here on my part with the review.  Can you supply a test case that covers this? I typically don't merge code unless its covered by tests.

",sorry delay part review supply test case cover typically nt merge code unless covered test,0.217,0.783,0,-0.3818,,,
https://api.github.com/repos/mautic/mautic/pulls/11970,0,2023-02-14T07:55:43Z,2023-02-27T12:49:40Z,1140837,,6,1,1,1,0,0,1,"We can give this a try, but I'm afraid it it might make development for Mautic very painful. We have some deprecated code that have no alternatives. So developers are basically forced to use deprecated code. But perhaps after a few months of pain it will force us to either un-deprecate some code or make an alternative to it so developers don't have to use the deprecated code.

We can always comment out some rules if they become a blocker to something. Let's try this 👍 

👍 

👍 

",give try afraid might make development mautic painful deprecated code alternative developer basically forced use deprecated code perhaps month pain force u either undeprecate code make alternative developer nt use deprecated code always comment rule become blocker something let try,0.204,0.796,0,-0.8481,,,
https://api.github.com/repos/mautic/mautic/pulls/11970,0,2023-02-14T07:55:43Z,2023-02-27T12:49:40Z,1140837,,6,1,1,1,0,0,1,"We can give this a try, but I'm afraid it it might make development for Mautic very painful. We have some deprecated code that have no alternatives. So developers are basically forced to use deprecated code. But perhaps after a few months of pain it will force us to either un-deprecate some code or make an alternative to it so developers don't have to use the deprecated code.

We can always comment out some rules if they become a blocker to something. Let's try this 👍 

👍 

👍 

",give try afraid might make development mautic painful deprecated code alternative developer basically forced use deprecated code perhaps month pain force u either undeprecate code make alternative developer nt use deprecated code always comment rule become blocker something let try,0.204,0.796,0,-0.8481,,,
https://api.github.com/repos/Lullabot/amp-library/pulls/162,16,2017-02-08T14:47:57Z,2022-08-29T17:34:50Z,175229213,,14,6926,4229,20,0,0,1,"Looks like there is a check missing whether the iframe is  actually a hulu embed. 

",look like check missing whether iframe actually hulu embed,0.188,0.598,0.214,0.0772,,,
https://api.github.com/repos/wp-media/wp-rocket/pulls/5758,4,2023-02-14T13:49:29Z,2023-02-27T21:14:53Z,1149924,,27,82,4,4,0,0,1,"Isn't there change missing in the RocketLazyload\Assets class to use the custom extension value?

This is working as expected! :+1: 

TestRail report: 
[testrail-report-478.pdf](https://github.com/wp-media/wp-rocket/files/11330591/testrail-report-478.pdf)

**NOTE**

Using code like the following:
```PHP
add_filter( 'rocket_lazyload_youtube_thumbnail_extension', function( $extension ){
	return jpg;
});
```
will throw a PHP fatal error:
```PHP
PHP Fatal error:  Uncaught Error: Undefined constant ""jpg"" in /shared/httpd/wprocketest/htdocs/wp-content/plugins/code-snippets/php/snippet-ops.php(504) : eval()'d code:2
Stack trace:
#0 /shared/httpd/wprocketest/htdocs/wp-includes/class-wp-hook.php(308): {closure}('jpg')
#1 /shared/httpd/wprocketest/htdocs/wp-includes/plugin.php(205): WP_Hook->apply_filters('jpg', Array)
#2 /shared/httpd/wprocketest/htdocs/wp-content/plugins/wp-rocket/inc/Engine/Media/Lazyload/Subscriber.php(246): apply_filters('rocket_lazyload...', 'jpg')
#3 /shared/httpd/wprocketest/htdocs/wp-includes/class-wp-hook.php(308): WP_Rocket\Engine\Media\Lazyload\Subscriber->insert_youtube_thumbnail_script('')
#4 /shared/httpd/wprocketest/htdocs/wp-includes/class-wp-hook.php(332): WP_Hook->apply_filters(NULL, Array)
#5 /shared/httpd/wprocketest/htdocs/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#6 /shared/httpd/wprocketest/htdocs/wp-includes/general-template.php(3065): do_action('wp_footer')
#7 /shared/httpd/wprocketest/htdocs/wp-content/themes/twentytwentyone/footer.php(78): wp_footer()
#8 /shared/httpd/wprocketest/htdocs/wp-includes/template.php(783): require_once('/shared/httpd/w...')
#9 /shared/httpd/wprocketest/htdocs/wp-includes/template.php(718): load_template('/shared/httpd/w...', true, Array)
#10 /shared/httpd/wprocketest/htdocs/wp-includes/general-template.php(92): locate_template(Array, true, true, Array)
#11 /shared/httpd/wprocketest/htdocs/wp-content/themes/twentytwentyone/single.php(50): get_footer()
#12 /shared/httpd/wprocketest/htdocs/wp-includes/template-loader.php(106): include('/shared/httpd/w...')
#13 /shared/httpd/wprocketest/htdocs/wp-blog-header.php(19): require_once('/shared/httpd/w...')
#14 /shared/httpd/wprocketest/htdocs/index.php(17): require('/shared/httpd/w...')
#15 {main}
  thrown in /shared/httpd/wprocketest/htdocs/wp-content/plugins/code-snippets/php/snippet-ops.php(504) : eval()'d code on line 2
```

After discussing this with @CrochetFeve0251, this is a user's mistake and there isn't a way to prevent this from happening. 


",nt change missing class use custom extension value working expected testrail report note using code like following php addfilter function extension return jpg throw php fatal error php php fatal error uncaught error undefined constant jpg eval stack trace closure jpg wphook applyfilters jpg array applyfilters rocketlazyload jpg wphook applyfilters null array wphook doaction array doaction wpfooter wpfooter requireonce sharedhttpdw loadtemplate sharedhttpdw true array locatetemplate array true true array getfooter include sharedhttpdw requireonce sharedhttpdw require sharedhttpdw main thrown eval code line discussing user mistake nt way prevent happening,0.181,0.687,0.132,-0.743,,,
https://api.github.com/repos/keycloak/keycloak/pulls/17383,1,2023-03-01T21:09:32Z,2023-03-01T21:11:05Z,93,,1,30,3,3,0,0,1,"@michalvavrik Thanks for creating it here.

I'm a bit lost now about what we are trying to achieve here. After reading https://github.com/quarkusio/quarkus/issues/18818, I understand we want to avoid remote calls to Keycloak when the path is disabled.

Can you please confirm my understanding and how these changes are helping with it?

",thanks creating bit lost trying achieve reading understand want avoid remote call keycloak path disabled please confirm understanding change helping,0.158,0.458,0.384,0.6597,,,
https://api.github.com/repos/Ada-C16/task-list-api/pulls/76,1,2021-11-05T07:00:47Z,2021-11-10T18:45:14Z,474267,,2,521,30,13,0,0,1,"Nice job Kayla! This was a huge project and you nailed it! 

One thing you should try to do for future projects is to make smaller, more frequent commits. This helps keep your code organized, safe from computer failure, and easier to collaborate with. 

No worries about the unimplemented PATCH! After seeing your comment I went back and looked my implementation. I had accidentally done almost the exact same thing 😂

Very well done, this project is solidly green.

",nice job kayla huge project nailed one thing try future project make smaller frequent commits help keep code organized safe computer failure easier collaborate worry unimplemented patch seeing comment went back looked implementation accidentally done almost exact thing well done project solidly green,0.148,0.569,0.283,0.7037,,,
https://api.github.com/repos/Automattic/wp-calypso/pulls/73960,4,2023-03-01T18:14:18Z,2023-03-01T20:40:16Z,8758,,1,9,4,1,0,0,1,"Code LGTM! The E2E fails seem unrelated, you can re-run the build, or you can rebase it on top of latest code in trunk. 

Ready to deploy once translations are in. 🚀 

",code lgtm fails seem unrelated rerun build rebase top latest code trunk ready deploy translation,0.147,0.628,0.225,0.128,,,
https://api.github.com/repos/datenanfragen/website/pulls/708,25,2021-10-02T08:33:07Z,2021-12-01T19:17:01Z,5222634,,31,27,10,4,0,0,1,"Thank you! Just some comments from me.

Thanks! Other than the comments below, if you install `parallel` in Netlify, this is good to go as far as I'm concerned.

>  Which Ubuntu container is it using? @mal-tee @baltpeter

Seems like netlify are using 20.04 (https://github.com/netlify/build-image/blob/focal/Dockerfile)

> Ok so after adding exit to the loop it is now missing the public folder which is being ignored by the .gitignore. Is it supposed to fail at this point guys?

No.

Thank you!

Seems like there are still some things off. I've left some notes. If you want to, we can take it from here.

",thank comment thanks comment install parallel netlify good go far concerned ubuntu container using tee seems like netlify using ok adding exit loop missing public folder ignored gitignore supposed fail point guy thank seems like still thing left note want take,0.14,0.524,0.337,0.8519,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4037,5,2019-12-16T08:44:33Z,2020-01-16T08:23:27Z,2677134,,1,743,29,21,0,0,1,"So far it looks good except that a testcase is missing. 
Only my question why SetServerNameIfPresent() is called when pThis->remoteSNI == NULL remains open.

",far look good except testcase missing question called pthis remotesni null remains open,0.137,0.683,0.18,0.1779,,,
https://api.github.com/repos/apache/cordova-serve/pulls/37,1,2020-06-24T11:03:07Z,2020-06-25T13:53:15Z,96608,,4,8,2,2,0,0,1,"Couple of notes...

Firstly, it really frustrates me to see security vulnerabilities (however serious) to be publicly reported without even attempting to go the secure channels that Apache has in place. All vulnerabilities should be disclosed through https://www.apache.org/security/

Secondly, I'm not so sure if this is actually a security issue. `cordova-serve` is a development tool, so any process that access to this (or an attacker that can gain access to this) would already be able to execute commands without through to `cordova-serve`. See https://github.com/apache/cordova-serve/issues/36#issuecomment-649066476

Nonetheless, I still think it's a good idea to close behaviour that is obviously not intended. I've tested this fork locally and tests are passing.

This change should not be called a security fix, because we do not consider this to be a security vulnerability.

The name of the contributing developer or organization should not appear in the title.

The name of the actual human author, preferably with valid email address, should appear as the author in any commits that we would consider merging.

The proposal seems to be in multiple commits. Considering the relatively small size, I think we should consider merging in a single squash commit.

I think a title such as ""avoid external code execution"" would be much better.

",couple note firstly really frustrates see security vulnerability however serious publicly reported without even attempting go secure channel apache place vulnerability disclosed secondly sure actually security issue cordovaserve development tool process access attacker gain access would already able execute command without cordovaserve see nonetheless still think good idea close behaviour obviously intended tested fork locally test passing change called security fix consider security vulnerability name contributing developer organization appear title name actual human author preferably valid email address appear author commits would consider merging proposal seems multiple commits considering relatively small size think consider merging single squash commit think title avoid external code execution would much better,0.121,0.661,0.218,0.8971,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/214,8,2018-05-28T20:42:57Z,2020-02-20T21:27:59Z,54693902,,1,161,47,2,0,0,1,"Code looks great, nothing to say there (except there is some code redundancy, but not super important right now). Some larger issues around the feature itself:

* Removing the Bot/Not-Bot/Http-Code custom variables is a BC break. If existing users depend on them they will be forced to immediately move over to custom dimensions, which I think will be a problem. I think it would be better to have a parameter that switches from custom variables => custom dimensions.
  * Same for the --regex-group-to-...-cvar options. If someone's depending on them, this will cause problems for them.
* I haven't tested, but will this change result in errors if the CustomDimensions plugin is disabled? If so, that could cause problems for users.
* Looks like the code will always try and create a custom dimension for Http-Code/Bot/Not-Bot if one doesn't exist. I can't imagine everyone will want custom dimension slots taken up for those when there could be other more valuable (to them at least) dimensions they could be recording. This would also be an annoying surprise to someone who wasn't expecting it. I think this functionality should be off by default and enabled via CLI option.

👍 for the tests

CC @mattab / @tsteur (In fact, I wouldn't make changes based on these review comments until these two have weighed in.)

",code look great nothing say except code redundancy super important right larger issue around feature removing botnotbothttpcode custom variable bc break existing user depend forced immediately move custom dimension think problem think would better parameter switch custom variable custom dimension regexgroupto cvar option someone depending cause problem nt tested change result error customdimensions plugin disabled could cause problem user look like code always try create custom dimension httpcodebotnotbot one nt exist ca nt imagine everyone want custom dimension slot taken could valuable least dimension could recording would also annoying surprise someone nt expecting think functionality default enabled via cli option test cc fact would nt make change based review comment two weighed,0.12,0.706,0.173,0.743,,,
https://api.github.com/repos/NativeScript/docs-v7/pulls/1939,6,2021-01-23T20:43:09Z,2021-02-15T16:03:44Z,1970435,,1,2,2,1,0,0,1,"Hii @goonerify, this looks good. Although as your PR has just one commit, you need it to be a semantic commit to pass the checks. So I think there are two ways for avoiding this:
- either someone merges this with the failing checks, depends on the reviewers and maintainers.
- or you might add more commits (i.e. resolve more minor issues along with this PR). Just commit your changes and the PR will get updated by itself. 

Please mention if there is any issue relevant to this PR to avoid duplicate works and save time. Thanks for contributing. 🎉 

",hii look good although pr one commit need semantic commit pas check think two way avoiding either someone merges failing check depends reviewer maintainer might add commits ie resolve minor issue along pr commit change pr get updated please mention issue relevant pr avoid duplicate work save time thanks contributing,0.117,0.563,0.32,0.8934,,,
https://api.github.com/repos/cloud-custodian/cloud-custodian/pulls/8332,0,2023-02-28T15:11:44Z,2023-03-01T16:01:22Z,89378,,26,279,369,39,0,0,1,"Nice, this looks good to me. A lot of moving parts so I'm sure we'll have followups, looks simpler overall though :+1: .

Playing with this locally everything seemed smooth, though the poetrypkg test did initially fail because I needed to update to poetry 1.4.0.

",nice look good lot moving part sure followup look simpler overall though playing locally everything seemed smooth though poetrypkg test initially fail needed update poetry,0.105,0.601,0.294,0.6486,,,
https://api.github.com/repos/wazuh/wazuh/pulls/16081,0,2023-02-02T19:37:17Z,2023-02-03T20:45:52Z,90515,,10,686,33,5,0,0,1,"The vendor list for AlmaLinux (`vu_vendor_list_almalinux`) needs to be added, including it in the **`wm_vuldet_linux_rm_nvd_not_affected_packages`** function in order to avoid false positives of official AlmaLinux repository packages that have been detected by OVAL as unaffected.

",vendor list almalinux need added including function order avoid false positive official almalinux repository package detected oval unaffected,0.101,0.734,0.165,0.34,,,
https://api.github.com/repos/wazuh/wazuh/pulls/16081,0,2023-02-02T19:37:17Z,2023-02-03T20:45:52Z,90515,,10,686,33,5,0,0,1,"The vendor list for AlmaLinux (`vu_vendor_list_almalinux`) needs to be added, including it in the **`wm_vuldet_linux_rm_nvd_not_affected_packages`** function in order to avoid false positives of official AlmaLinux repository packages that have been detected by OVAL as unaffected.

",vendor list almalinux need added including function order avoid false positive official almalinux repository package detected oval unaffected,0.101,0.734,0.165,0.34,,,
https://api.github.com/repos/shuup/shuup/pulls/2032,3,2019-10-02T22:54:54Z,2021-08-03T19:18:04Z,57961390,,5,183,44,2,0,0,1,"Hi @yurkobb, thank you for your contribution, that is pretty much appreciated :heart: 
Ok, the issue makes sense, as user, that interruption in the checkout phase to confirm the account is terrible, it is probably why it was done like now.

If you could add that `next` param into the confirmation URL that would help this. Also, make sure the customer will have the basket loaded correctly after coming from that link.

Thank you!

",hi thank contribution pretty much appreciated heart ok issue make sense user interruption checkout phase confirm account terrible probably done like could add next param confirmation url would help also make sure customer basket loaded correctly coming link thank,0.1,0.52,0.38,0.9274,,,
https://api.github.com/repos/shuup/shuup/pulls/2032,3,2019-10-02T22:54:54Z,2021-08-03T19:18:04Z,57961390,,5,183,44,2,0,0,1,"Hi @yurkobb, thank you for your contribution, that is pretty much appreciated :heart: 
Ok, the issue makes sense, as user, that interruption in the checkout phase to confirm the account is terrible, it is probably why it was done like now.

If you could add that `next` param into the confirmation URL that would help this. Also, make sure the customer will have the basket loaded correctly after coming from that link.

Thank you!

",hi thank contribution pretty much appreciated heart ok issue make sense user interruption checkout phase confirm account terrible probably done like could add next param confirmation url would help also make sure customer basket loaded correctly coming link thank,0.1,0.52,0.38,0.9274,,,
https://api.github.com/repos/fedora-infra/noggin/pulls/966,0,2022-06-29T05:01:21Z,2022-07-01T16:32:08Z,214247,,1,230,25263,171,0,0,1,"Looks good! There's one thing missing though, there are still places that use Bootstrap 4's media object, (classes media & media-body), they must be replaced by some flex controls: https://getbootstrap.com/docs/5.1/utilities/flex/#media-object

",look good one thing missing though still place use bootstrap medium object class medium mediabody must replaced flex control,0.1,0.769,0.131,0.1779,,,
https://api.github.com/repos/mautic/mautic/pulls/12045,1,2023-03-01T12:33:32Z,2023-03-01T12:52:23Z,1131,,3,47,0,3,0,0,1,"Face the same issue and it looks like this fixes it 👍 

just a minor chanhe for phpstan ;-) thanks for the solution/

Works well

I tested in the local instance because I had an error in gitpod.

Thanks! 👍 

",face issue look like fix minor chanhe phpstan thanks solution work well tested local instance error gitpod thanks,0.099,0.438,0.464,0.8402,,,
https://api.github.com/repos/mautic/mautic/pulls/12045,1,2023-03-01T12:33:32Z,2023-03-01T12:52:23Z,1131,,3,47,0,3,0,0,1,"Face the same issue and it looks like this fixes it 👍 

just a minor chanhe for phpstan ;-) thanks for the solution/

Works well

I tested in the local instance because I had an error in gitpod.

Thanks! 👍 

",face issue look like fix minor chanhe phpstan thanks solution work well tested local instance error gitpod thanks,0.099,0.438,0.464,0.8402,,,
https://api.github.com/repos/XINO-DPSR/open-source-marathon/pulls/82,1,2019-07-16T17:41:43Z,2019-07-17T13:00:35Z,69532,,6,226557,0,2666,0,0,1,"I'm getting an error:
`
    str(link['source_code']))[0]
IndexError: list index out of range
`
Also, this doesn't return the metadata and the python set of words on that web page. Please modify the function so that it returns that too along with the title and the link

",getting error str link sourcecode indexerror list index range also nt return metadata python set word web page please modify function return along title link,0.096,0.821,0.082,-0.1027,,,
https://api.github.com/repos/XINO-DPSR/open-source-marathon/pulls/88,4,2019-07-17T05:42:45Z,2019-07-17T13:46:57Z,29052,,4,93,0,1,0,0,1,"Error: `    content = re.findall(""content=\""(?!\"")([-a-zA-Z0-9@:%_\+., ~#?&//=\s]*)\"""", match)[0]
IndexError: list index out of range`

Can you please send a screen recording of the terminal screen where it's giving the desired output?
You can share an asciicinema link, that'll work too.

",error content refindall content match indexerror list index range please send screen recording terminal screen giving desired output share asciicinema link work,0.094,0.592,0.314,0.6486,,,
https://api.github.com/repos/mautic/mautic/pulls/12000,1,2023-02-21T05:15:21Z,2023-02-24T12:37:00Z,285699,,2,11,3,1,0,0,1,"Makes sense. The code changes look good 👍 

_Note to Acquians: this may cause the command fail silently and the column won't be created. We have to implement some workaround. Other commands behave the same way so we may change this everywhere_

Changes looks good and the PR has  a test

",make sense code change look good note acquians may cause command fail silently column wo nt created implement workaround command behave way may change everywhere change look good pr test,0.094,0.697,0.209,0.5106,,,
