url,comments,created_at,updated_at,active_time,closed_at,commits,additions,deletions,changed_files,merged,closed,open,comments_not_bot,comment_prepro,negativeComment,neutralComment,positiveComment,compoundComment,,,compound_overall
https://api.github.com/repos/fusionjs/rfcs/pulls/11,7,2018-09-06T15:35:00Z,2018-09-21T22:16:34Z,1320094,,3,106,0,1,0,0,1,"perhaps we could introduce an RFC in `fusion-core` that adds an optional argument to `createPlugin`'s argument map that defines the behavior of exposing a plugin via this proposed HOC

something like `expose` where `false` disables exposing via the HOC, `true` naively exposes it, and a function defines any setup behavior and returns the service, that could both help to alleviate this point and add more utility and ""safety"" to DI

Perhaps it would be better to allow a `mapServicesToProps` callback argument similar to `react-redux`'s `connect` function.

",perhaps could introduce rfc fusioncore add optional argument createplugin argument map defines behavior exposing plugin via proposed hoc something like expose false disables exposing via hoc true naively expose function defines setup behavior return service could help alleviate point add utility safety di perhaps would better allow mapservicestoprops callback argument similar reactredux connect function,0.208,0.573,0.218,0.4019,,,
https://api.github.com/repos/friends-of-contao/contao-privacy/pulls/44,0,2018-10-25T09:21:13Z,2018-10-25T12:54:38Z,12805,,4,63,0,5,0,0,1,"```suggestion
$GLOBALS['TL_LANG']['FMD']['focRegistration'] = ['Registrazione (GDPR)', 'Genera un modulo di registrazione utente'];
```

Right.. sorry, I've a broken ""e"" key in my keyboard

Ma figurati!

",suggestion globals tllang fmd focregistration registrazione gdpr genus un modulo di registrazione utente right sorry broken e key keyboard figurati,0.206,0.794,0,-0.5267,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3610,1,2023-02-25T12:22:03Z,2023-03-01T16:23:04Z,360061,,3,29,1,4,0,0,1,"@media declaration should be preceded by an empty line

Rule declaration should be followed by an empty line

Opening curly brace `{` should be preceded by one space

Rule declaration should be followed by an empty line

Files should end with a trailing newline

",declaration preceded empty line rule declaration followed empty line opening curly brace preceded one space rule declaration followed empty line file end trailing newline,0.205,0.795,0,-0.5267,,,
https://api.github.com/repos/galaxyproject/galaxy/pulls/15657,3,2023-02-27T18:39:36Z,2023-02-28T20:09:15Z,91779,,3,1,0,1,0,0,1,"Isn't `namespace` already passed as part of `**self._mulled_kwds` ?

Huh, indeed. Let me check.

Seems that I have been on the wrong path here for some reason the `TestSingularityJobsIntegration` tests in `test/integration/test_containerized_jobs.py` seem to create `quay.io/biocontainers/mulled-v2-8186960447c5cb2faa697666dc1e6d919ad23f3e` which tricked me.

Will try to find out why .. 

",nt namespace already passed part selfmulledkwds huh indeed let check seems wrong path reason test seem create tricked try find,0.197,0.714,0.088,-0.3818,,,
https://api.github.com/repos/pycontribs/jira/pulls/1600,5,2023-01-29T19:50:44Z,2023-03-01T07:51:37Z,2635253,,11,136,122,19,0,0,1,"needs a summary to prevent this bad autoformat

ruff doesn't replace black

```suggestion
basepython = python3.8
```

```suggestion
    ""E501"", # We have way too many ""line too long"" errors at the moment
```

```suggestion
    ""E501"", # We have way too many ""line too long"" errors at the moment
```

is this not needed anymore (for black .... I didnt study yet on the pyproject.toml config stuff)

not needed as `ruff` implements `isort` so we have a `tool.ruff.isort` section

",need summary prevent bad autoformat ruff nt replace black suggestion basepython suggestion way many line long error moment suggestion way many line long error moment needed anymore black didnt study yet pyprojecttoml config stuff needed ruff implement isort toolruffisort section,0.193,0.783,0.024,-0.8316,,,
https://api.github.com/repos/mautic/mautic/pulls/12046,1,2023-03-01T15:44:41Z,2023-03-01T21:06:50Z,19329,,15,297,4899,143,0,0,1,"You'll want to add the confirmText as well as the cancelText. Otherwise the Cancel button is missing and the Delete has the wrong text

```
{%- if cancelText is not empty %}
    {%- set attr = attr|merge({'data-cancel-text': cancelText|escape('js')}) %}
{%- endif %}
{%- if confirmText is not empty %}
    {%- set attr = attr|merge({'data-confirm-text': confirmText|escape('js')}) %}
{%- endif %}
```

The opening & closing tags need to be made empty, otherwise they'll render 'li' tags as text. The logic behind the button renders already prints this stuff as list items
```
        {% set wrapOpeningTag = wrapOpeningTag is defined ? wrapOpeningTag : '' %}
        {% set wrapClosingTag = wrapClosingTag is defined ? wrapClosingTag : '' %}
```

",want add confirmtext well canceltext otherwise cancel button missing delete wrong text canceltext empty set attr attrmerge datacanceltext canceltextescape j endif confirmtext empty set attr attrmerge dataconfirmtext confirmtextescape j endif opening closing tag need made empty otherwise render li tag text logic behind button render already print stuff list item set wrapopeningtag wrapopeningtag defined wrapopeningtag set wrapclosingtag wrapclosingtag defined wrapclosingtag,0.192,0.756,0.051,-0.8074,,,
https://api.github.com/repos/mautic/mautic/pulls/12046,1,2023-03-01T15:44:41Z,2023-03-01T21:06:50Z,19329,,15,297,4899,143,0,0,1,"You'll want to add the confirmText as well as the cancelText. Otherwise the Cancel button is missing and the Delete has the wrong text

```
{%- if cancelText is not empty %}
    {%- set attr = attr|merge({'data-cancel-text': cancelText|escape('js')}) %}
{%- endif %}
{%- if confirmText is not empty %}
    {%- set attr = attr|merge({'data-confirm-text': confirmText|escape('js')}) %}
{%- endif %}
```

The opening & closing tags need to be made empty, otherwise they'll render 'li' tags as text. The logic behind the button renders already prints this stuff as list items
```
        {% set wrapOpeningTag = wrapOpeningTag is defined ? wrapOpeningTag : '' %}
        {% set wrapClosingTag = wrapClosingTag is defined ? wrapClosingTag : '' %}
```

",want add confirmtext well canceltext otherwise cancel button missing delete wrong text canceltext empty set attr attrmerge datacanceltext canceltextescape j endif confirmtext empty set attr attrmerge dataconfirmtext confirmtextescape j endif opening closing tag need made empty otherwise render li tag text logic behind button render already print stuff list item set wrapopeningtag wrapopeningtag defined wrapopeningtag set wrapclosingtag wrapclosingtag defined wrapclosingtag,0.192,0.756,0.051,-0.8074,,,
https://api.github.com/repos/cloud-custodian/cloud-custodian/pulls/8090,0,2022-12-16T01:50:08Z,2023-01-31T12:03:45Z,4011217,,2,7,7,3,0,0,1,"requirements.txt is generated, not manually edited. additionally, the cos-python-sdk-v5 package has a restriction on requests which needs to be loosened

",requirementstxt generated manually edited additionally package restriction request need loosened,0.189,0.811,0,-0.2732,,,
https://api.github.com/repos/raksha-life/rescuekerala/pulls/1092,0,2019-08-12T16:27:57Z,2021-08-17T16:50:42Z,63591765,,3,108,14,3,0,0,1,"This must be changed. The double quotes must be changed to `

or the script will fail as the variable OS_BASE will not have the correct value.

```suggestion
OS_BASE=$`(uname)`
```

",must changed double quote must changed script fail variable osbase correct value suggestion osbase uname,0.185,0.688,0.127,-0.2732,,,
https://api.github.com/repos/XINO-DPSR/open-source-marathon/pulls/91,7,2019-07-17T09:42:28Z,2019-07-18T10:09:17Z,88009,,6,576,265,22,0,0,1,"according to pep8:
E712 comparison to False should be 'if cond is False:' or 'if not cond:'

same for line 141

@sayamkanwar please check

@mahansh564 please correct this style violation

",according comparison false cond false cond line please check please correct style violation,0.18,0.562,0.258,0.1027,,,
https://api.github.com/repos/wp-media/wp-rocket/pulls/5730,1,2023-01-31T11:45:12Z,2023-02-09T11:15:04Z,775792,,4,19,0,1,0,0,1,"WP Rocket is never network active, it's not compatible with it

Bailout early
```suggestion
		if ( ! $file->isFile() || 'php' !== $file->getExtension() ) {
			continue;
		}
		rocket_direct_filesystem()->delete( $file->getPathname() );
```

",wp rocket never network active compatible bailout early suggestion file isfile php file getextension continue delete file getpathname,0.177,0.726,0.097,-0.1675,,,
https://api.github.com/repos/galaxyproject/galaxy/pulls/15682,0,2023-03-01T21:15:20Z,2023-03-01T21:15:40Z,20,,5,103,57,6,0,0,1,"This and following dependency removals seem wrong?

Yep, didn't mean to add that, but that was the only way to have poetry finish resolving.

",following dependency removal seem wrong yep nt mean add way poetry finish resolving,0.173,0.559,0.268,0.1779,,,
https://api.github.com/repos/openstreetmap/openstreetmap-website/pulls/3773,0,2022-10-27T14:34:27Z,2022-10-31T12:31:11Z,338204,,1,30,18,1,0,0,1,"What's the idea between packing these arguments into an array and then unpacking them inside the function rather than just passing two arguments?

Is it so you can pass the array returned by the get function into the set function in a later patch?

The idea is for the get function to be able to receive as an argument whatever was returned by the set function.

Get() needs to return two things. They need to be packed into something before being returned. Currently it's easy to imagine how you can unpack them and pass as individual arguments to set(). What if I add more things? What if I decide that with more things it's better to return an object from get()? I don't want to unpack such objects for set() arguments.

",idea packing argument array unpacking inside function rather passing two argument pas array returned get function set function later patch idea get function able receive argument whatever returned set function get need return two thing need packed something returned currently easy imagine unpack pas individual argument set add thing decide thing better return object get nt want unpack object set argument,0.172,0.73,0.098,-0.6597,,,
https://api.github.com/repos/Ada-C16/task-list-api/pulls/69,0,2021-11-05T00:25:36Z,2021-11-13T00:03:38Z,689882,,7,618,33,18,0,0,1,"Style: Clean up commented out code.

I like that you included a parameter name in the message!

It's helpful to provide detailed error messages for debugging:

```suggestion
        return make_response({""error"": f""Could not find goal #{goal_id}""}, 404)
```

",style clean commented code like included parameter name message helpful provide detailed error message debugging suggestion return makeresponse error f could find goal goalid,0.172,0.573,0.255,0.3818,,,
https://api.github.com/repos/Automattic/wp-calypso/pulls/73946,3,2023-03-01T15:36:11Z,2023-03-01T19:54:29Z,15498,,3,40,20,2,0,0,1,"How about making this logic in constants (before the render block) and avoiding duplicating html code?

Would a function with a documentation describe this logic better?

Could be or just an inline comment because it will be smaller when merging this and monthly plans

Good suggestion, I'll do it

",making logic constant render block avoiding duplicating html code would function documentation describe logic better could inline comment smaller merging monthly plan good suggestion,0.17,0.643,0.186,0.128,,,
https://api.github.com/repos/raksha-life/rescuekerala/pulls/901,0,2018-08-23T11:43:03Z,2018-08-23T12:45:09Z,3726,,13,97,20,7,0,0,1,"Please don't do this. 
(Thank GOD I'm not Linus Torvalds :smile: )

My bad :33, I did it for my convenience, forgot to change back. 
Just fixed it.  

",please nt thank god linus torvalds smile bad convenience forgot change back fixed,0.167,0.383,0.45,0.5994,,,
https://api.github.com/repos/datenanfragen/website/pulls/708,25,2021-10-02T08:33:07Z,2021-12-01T19:17:01Z,5222634,,31,27,10,4,0,0,1,"Would it be possible to use the `languages` array we have already instead of hardcoding the values again?

Let's use a more descriptive name like `rename_for_hugo`.

Please rename that to `copy_records`.

You don't need to do that for this. Seems a little overboard for creating a couple of directories. :D 

isn't this quitting the whole script?

Could be the reason for the missing `public` folder.

Please add a newline.

```suggestion
```

Shouldn't this condition be flipped?

this disables netlify deploys in general. We don't want this.

https://deploy-preview-708--datenanfragen.netlify.app/

My name is already there :D

I've added back your master branch filter. Note: the build will fail again as we are not on master right now so this will need to be merged to make it work.

Disabling netlify in general ofc will lead to passing netlify-checks. As netlify isn't doing anything.

Atm. its failing because of ""1:27:55 PM: ./deploy.sh: line 54: parallel: command not found"", see the logs.

> Disabling netlify in general ofc will lead to passing netlify-checks. As netlify isn't doing anything.
> 
> Atm. its failing because of ""1:27:55 PM: ./deploy.sh: line 54: parallel: command not found"", see the logs.

As I said, that's because of the branch filter. See my latest commit, Netlify passes as soon as I remove the master branch filter. If I add it back it will fail here but it will pass in the master branch so no worries.

",would possible use language array already instead hardcoding value let use descriptive name like renameforhugo please rename copyrecords nt need seems little overboard creating couple directory nt quitting whole script could reason missing public folder please add newline suggestion nt condition flipped disables netlify deploys general nt want name already added back master branch filter note build fail master right need merged make work disabling netlify general ofc lead passing netlifychecks netlify nt anything atm failing pm deploysh line parallel command found see log disabling netlify general ofc lead passing netlifychecks netlify nt anything atm failing pm deploysh line parallel command found see log said branch filter see latest commit netlify pass soon remove master branch filter add back fail pas master branch worry,0.167,0.732,0.1,-0.9182,,,
https://api.github.com/repos/openstreetmap/openstreetmap-website/pulls/3767,1,2022-10-25T09:09:32Z,2022-12-04T20:32:57Z,3497005,,1,6,4,1,0,0,1,"This comment doesn't seem to have anything to do with this PR and also creates an extremely long line.

There's no need for the first part of this comment - the part after the comma is the only bit that is relevant. I'd also probably say `on failure` rather than `if it fails` because it avoids questions of what exactly `it` refers to.

Do you want separate pull requests for comments?

Well if you really feel it's necessary, but as we're working to replace that code with XHR anyway I wouldn't bother.

I usually don't care how long the line with comment is.

",comment nt seem anything pr also creates extremely long line need first part comment part comma bit relevant also probably say failure rather fails avoids question exactly refers want separate pull request comment well really feel necessary working replace code xhr anyway would nt bother usually nt care long line comment,0.165,0.695,0.141,-0.3612,,,
https://api.github.com/repos/wazuh/wazuh/pulls/16200,0,2023-02-14T16:01:42Z,2023-03-01T10:37:16Z,1276534,,8,100,8,9,0,0,1,"This is a global integer that will be handled by two different threads so I wonder if it would be safer to implement it as an `atomic_int_t` like other flags in FIM with this particularity. 

I have been analyzing this issue in depth. But I think that due to the simplicity of the operation of this variable, it is not necessary to use atomic operations (we can avoid even performance extras).
The only potential danger is not to generate a warning related to the queue full of audit, it would only be necessary to wait for the next scan to see it again.
I have also made a test with helgrind, and it has not generated any problem related to this variable.

[helgrind_test.log](https://github.com/wazuh/wazuh/files/10943992/helgrind_test.log)


Got it. Thanks!

",global integer handled two different thread wonder would safer implement atomicintt like flag fim particularity analyzing issue depth think due simplicity operation variable necessary use atomic operation avoid even performance extra potential danger generate warning related queue full audit would necessary wait next scan see also made test helgrind generated problem related variable helgrindtestlog got thanks,0.158,0.722,0.121,-0.3612,,,
https://api.github.com/repos/wazuh/wazuh/pulls/16200,0,2023-02-14T16:01:42Z,2023-03-01T10:37:16Z,1276534,,8,100,8,9,0,0,1,"This is a global integer that will be handled by two different threads so I wonder if it would be safer to implement it as an `atomic_int_t` like other flags in FIM with this particularity. 

I have been analyzing this issue in depth. But I think that due to the simplicity of the operation of this variable, it is not necessary to use atomic operations (we can avoid even performance extras).
The only potential danger is not to generate a warning related to the queue full of audit, it would only be necessary to wait for the next scan to see it again.
I have also made a test with helgrind, and it has not generated any problem related to this variable.

[helgrind_test.log](https://github.com/wazuh/wazuh/files/10943992/helgrind_test.log)


Got it. Thanks!

",global integer handled two different thread wonder would safer implement atomicintt like flag fim particularity analyzing issue depth think due simplicity operation variable necessary use atomic operation avoid even performance extra potential danger generate warning related queue full audit would necessary wait next scan see also made test helgrind generated problem related variable helgrindtestlog got thanks,0.158,0.722,0.121,-0.3612,,,
https://api.github.com/repos/agentejo/cockpit/pulls/1316,0,2020-07-09T13:26:54Z,2020-07-11T09:32:56Z,158762,,2,23,4,3,0,0,1,"why not allow both? collect the paths in an array and then do a loop over the folders


This was intentional to avoid naming conflicts and to have the ability to override the default template(s). If I choose to use custom templates I can still copy the core collection template to my template folder.

",allow collect path array loop folder intentional avoid naming conflict ability override default template choose use custom template still copy core collection template template folder,0.152,0.707,0.141,-0.0772,,,
https://api.github.com/repos/pycontribs/jira/pulls/1276,0,2022-01-11T14:10:27Z,2023-02-09T20:44:20Z,34065233,,2,44,0,2,0,0,1,"it would be super if you could extend this doc a bit. Sorry it took so long for review, but hey, better late than never.
Thx for the contribution

",would super could extend doc bit sorry took long review hey better late never thx contribution,0.149,0.48,0.371,0.7261,,,
https://api.github.com/repos/bvaradar/hudi/pulls/30,0,2020-05-22T21:34:00Z,2020-05-22T21:37:03Z,183,,1,85,88,6,0,0,1,"If we set this to false, you will see that full bootstrap related tests will start to fail  with schema compatibility issues between parquet reader generated avro records and writer schema

@umehrot2  : Added a note here

",set false see full bootstrap related test start fail schema compatibility issue parquet reader generated avro record writer schema added note,0.149,0.851,0,-0.5423,,,
https://api.github.com/repos/wp-media/wp-rocket/pulls/5776,1,2023-02-22T11:43:49Z,2023-02-28T15:50:24Z,533195,,4,6,2,2,0,0,1,"What happens here if there is no title? 

With the recent commit, we will return an empty string if there is no title

won't it trigger a PHP warning because the title index is not set in the array?

Yes it would, but my last commit [here](https://github.com/wp-media/wp-rocket/pull/5776/commits/a3886c0b6e98342d7ce9771c898b6330b0b0fed4) fixed it.

",happens title recent commit return empty string title wo nt trigger php warning title index set array yes would last commit fixed,0.148,0.601,0.251,0.4404,,,
https://api.github.com/repos/FreelyGive/gdpr-fork/pulls/4,0,2018-06-11T12:14:03Z,2018-06-21T13:40:57Z,869214,,1,548,221,9,0,0,1,"Would this be better as a base field? I think we've figured out how to do that at a bundle level? If it get's removed it'll cause lots of problems...

Ouch... this is painful... :( They should really put this on `FileFieldItemList`...

Though we will definitely have a field item by this point on the `sar_export` field, so could just use that...

This needs updating from the D7 stuff for maybe files.

",would better base field think figured bundle level get removed cause lot problem ouch painful really put filefielditemlist though definitely field item point sarexport field could use need updating stuff maybe file,0.143,0.714,0.143,0,,,
